,balcony,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,bedrooms_count,year_built,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
3457,,13,69.6,11.2,3.0,53.4,t,,,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,27979200
4420,,5,119.1,,4.0,,f,,,9,ЦАО,р-н Якиманка,Полянка,walk,8,120000000
1132,,2,35.6,12.4,1.0,12.5,f,,,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6924833
1706,0.0,29,40.9,8.6,1.0,21.5,f,,2022.0,41,ЗАО,р-н Раменки,Аминьевская,walk,7,20500000
3055,0.0,12,44.6,8.0,2.0,26.2,t,,2022.0,22,САО,р-н Хорошевский,Хорошёвская,walk,10,19900000
7796,,3,21.74,3.9,,10.8,f,,,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,18,6721716
7292,1.0,1,385.0,,6.0,,f,,2021.0,4,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,4,198800000
3389,,47,67.31,,3.0,25.9,f,,,51,ЦАО,р-н Пресненский,Шелепиха,walk,7,31926479
4548,1.0,2,180.0,20.0,4.0,,f,,2006.0,9,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,20,160000000
6049,4.0,24,232.6,13.2,5.0,125.7,f,,2009.0,24,ЗАО,р-н Можайский,Рабочий посёлок,walk,13,59500000
4586,,3,188.7,21.0,4.0,,,,2015.0,7,ЦАО,р-н Хамовники,Спортивная,walk,7,330000000
4664,0.0,3,91.1,10.0,4.0,58.1,,,2022.0,13,ЗАО,р-н Раменки,Ломоносовский проспект,walk,5,78950000
7652,,6,19.8,,,,f,,,33,СВАО,р-н Бутырский,Бутырская,walk,8,10500000
1904,,2,40.7,15.4,1.0,18.1,f,,2021.0,3,ТАО (Троицкий),м. Апрелевка,Апрелевка,transport,23,5700000
2487,,15,77.0,34.0,2.0,28.0,t,,,21,САО,р-н Хорошевский,Зорге,walk,10,27100000
3519,,3,138.5,49.9,3.0,,f,,,8,ЦАО,р-н Мещанский,Тургеневская,walk,9,185848441
3579,1.0,23,91.7,13.9,3.0,,f,,2020.0,28,ЗАО,р-н Филевский парк,Фили,transport,3,40000000
1730,,3,37.9,15.2,1.0,13.5,f,,,11,ЦАО,р-н Басманный,Электрозаводская,walk,16,21996802
3751,,22,159.9,,3.0,56.0,,,2022.0,22,ЦАО,р-н Якиманка,Серпуховская,walk,11,76752000
835,0.0,13,42.0,13.9,1.0,18.2,f,,,13,ЮАО,р-н Даниловский,ЗИЛ,walk,17,20000000
4605,,10,180.9,,4.0,98.6,f,,,18,ЗАО,р-н Дорогомилово,Москва-Сити,walk,19,193060098
4669,,3,130.0,10.0,4.0,,f,,2021.0,9,ЦАО,р-н Хамовники,Киевская,walk,12,175500000
2595,,2,47.4,,2.0,,t,,1917.0,4,ЦАО,р-н Замоскворечье,Серпуховская,walk,6,19908000
922,,18,37.7,,1.0,13.0,f,,,41,ЮАО,р-н Даниловский,Павелецкая,walk,17,24335267
4520,,2,20.2,,,,f,,,33,ЗАО,р-н Очаково-Матвеевское,Давыдково,transport,5,8214784
6372,0.0,4,199.0,20.0,5.0,150.0,,,2013.0,10,ЦАО,р-н Тверской,Новослободская,walk,7,178000000
7273,,4,233.0,,6.0,,f,,2022.0,14,ЗАО,р-н Раменки,Минская,transport,5,153900000
7971,,7,25.6,,,,t,,,18,СВАО,р-н Останкинский,Ботанический сад,transport,2,8320000
6234,,5,119.0,,5.0,,f,,1910.0,5,ЦАО,р-н Пресненский,Тверская,walk,10,110188679
7686,,25,23.9,6.0,,11.7,f,,,33,ЮВАО,р-н Люблино,Братиславская,transport,4,7855738
649,1.0,7,33.0,,1.0,,f,,1962.0,8,ЮВАО,р-н Южнопортовый,Автозаводская,walk,11,13500000
7835,,3,22.28,3.0,,12.2,f,,,8,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,7064710
1786,,2,78.0,21.0,4.0,35.9,f,,,19,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,8,13411710
7514,,1,46.6,5.0,,29.5,f,,,5,ЦАО,р-н Тверской,Площадь Революции,walk,3,124920000
6315,0.0,31,218.3,22.0,5.0,155.0,,,2010.0,35,ЗАО,р-н Тропарево-Никулино,Тропарёво,walk,12,155000000
3901,0.0,7,83.0,15.0,3.0,45.0,,,2021.0,13,ЮАО,р-н Даниловский,Технопарк,walk,19,38000000
2941,,21,38.2,16.5,2.0,10.6,f,,,68,ЮВАО,р-н Печатники,Кожуховская,walk,9,16991957
7449,,8,16.61,4.0,,7.6,,,2020.0,16,ЮВАО,р-н Нижегородский,Нижегородская,walk,5,6400000
730,,4,46.7,7.0,2.0,20.0,f,,,45,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,18,21900000
5568,,2,160.3,,5.0,,,,2012.0,12,ЦАО,р-н Хамовники,Фрунзенская,walk,9,175000000
1744,1.0,9,35.6,11.7,1.0,14.7,f,,,21,ЦАО,р-н Басманный,Электрозаводская,walk,16,22141202
4781,,13,118.7,29.3,4.0,54.1,f,,,25,САО,р-н Аэропорт,Красный Балтиец,walk,4,66258340
4366,2.0,21,244.1,,4.0,,f,,2007.0,23,САО,р-н Хорошевский,ЦСКА,walk,7,78000000
6524,1.0,4,247.0,20.0,6.0,155.0,,,2004.0,6,ЗАО,р-н Раменки,Воробьёвы горы,walk,8,480000000
7988,1.0,12,27.29,4.5,,12.8,f,,,14,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,8462966
338,,6,41.9,,1.0,15.7,f,,,27,ЮАО,р-н Даниловский,Серпуховская,walk,20,23103660
6300,,22,287.5,30.0,5.0,170.0,f,,,22,ЦАО,р-н Якиманка,Серпуховская,walk,11,138000000
4619,,5,330.0,13.9,4.0,51.3,f,,,8,ЦАО,р-н Арбат,Смоленская,walk,9,290000000
2603,,4,65.0,15.0,2.0,40.0,f,,2015.0,38,СВАО,р-н Ростокино,Ростокино,walk,11,23900000
5319,,1,220.0,,4.0,,t,,2019.0,10,ЗАО,р-н Раменки,Минская,walk,12,161000000
2423,,5,94.0,8.0,2.0,59.0,t,,2018.0,6,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,9,110000000
5485,,21,267.7,,5.0,,f,,,35,ЮЗАО,р-н Обручевский,Воронцовская,walk,9,120000000
1849,,10,51.0,27.7,1.0,14.7,f,,,14,ЗАО,р-н Раменки,Минская,walk,15,32800000
681,,19,35.0,,1.0,,f,,,26,ЮАО,р-н Чертаново Южное,Лесопарковая,walk,7,14140000
5045,,3,101.46,,4.0,76.1,f,,,24,СВАО,р-н Останкинский,Алексеевская,walk,9,41497140
7530,,2,30.1,,,11.9,f,,,27,САО,р-н Аэропорт,Красный Балтиец,walk,4,16232418
4374,,3,145.0,,4.0,,t,,2016.0,3,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,8,140000000
2998,,4,347.1,,6.0,,t,,,4,ЦАО,р-н Мещанский,Цветной бульвар,walk,9,286650000
6307,,29,267.0,46.3,5.0,150.0,f,,2008.0,37,ВАО,р-н Сокольники,Сокольники,walk,1,140000000
1603,,19,41.5,21.3,1.0,11.9,f,,,53,СЗАО,р-н Покровское-Стрешнево,Трикотажная,walk,6,16047986
4749,1.0,5,25.4,8.3,,10.2,f,,,18,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,7,8254568
2927,,17,54.1,19.5,2.0,23.0,,,2022.0,24,ЮВАО,р-н Текстильщики,Текстильщики,walk,19,16999000
1293,,2,66.5,17.0,4.0,32.3,f,,,18,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,10,14682947
7758,,9,22.07,3.0,,12.1,f,,,14,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,6129627
906,,7,58.4,18.3,3.0,22.6,f,,,15,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,16,10636136
4827,0.0,5,160.6,20.0,4.0,135.6,f,,1998.0,6,ЦАО,р-н Мещанский,Сухаревская,walk,9,77500000
770,0.0,24,37.7,5.7,1.0,23.0,f,,2022.0,29,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,15,18000000
6403,,1,220.0,20.0,5.0,180.0,,,,8,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,9,195000000
496,1.0,4,36.0,8.2,1.0,18.9,f,,1964.0,5,СВАО,р-н Марфино,Фонвизинская,walk,15,10500000
7667,,18,20.0,5.1,,9.8,f,,,28,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,7,10376240
4591,,27,137.52,,4.0,66.3,f,,,46,ЮАО,р-н Даниловский,Павелецкая,walk,20,70090220
958,,2,36.06,13.5,1.0,,f,,,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,20713585
5872,,16,216.31,11.5,5.0,142.8,f,,,16,ЮАО,р-н Даниловский,Марксистская,transport,4,160881423
5964,,15,160.0,14.0,5.0,94.0,f,,,17,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,7,25500000
7734,,2,20.8,5.0,,10.8,f,,,11,ЗелАО,р-н Крюково,Зеленоград — Крюково,transport,7,5607201
5071,,4,95.0,,4.0,66.4,f,,,19,ЮАО,р-н Нагатинский затон,Коломенская,transport,4,45976295
7160,0.0,1,351.0,20.0,6.0,250.0,,,2010.0,9,ЦАО,р-н Пресненский,Баррикадная,walk,13,715000000
585,1.0,4,33.0,6.0,1.0,16.0,f,,1962.0,9,САО,р-н Коптево,Лихоборы,walk,8,11900000
6529,0.0,10,239.9,25.0,6.0,191.0,t,,2019.0,10,ЦАО,р-н Тверской,Менделеевская,walk,3,215900000
7611,,20,23.22,,,13.9,t,,,21,ЗАО,р-н Тропарево-Никулино,Озёрная,walk,17,6516484
5027,,4,87.2,5.6,4.0,65.6,,,1934.0,6,ЦАО,р-н Тверской,Маяковская,walk,6,39299000
5185,,7,119.7,7.1,4.0,73.1,f,,,17,ЗАО,р-н Раменки,Раменки,walk,3,68504310
6220,,17,150.0,25.0,5.0,110.0,f,,2013.0,19,ЗАО,р-н Раменки,Университет,walk,4,105000000
242,,6,17.3,3.0,1.0,9.3,t,,1980.0,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8590000
1482,1.0,3,35.8,11.2,1.0,11.9,f,,,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,11691800
6227,1.0,17,200.0,20.0,5.0,140.0,,,2003.0,22,ЗАО,р-н Тропарево-Никулино,Тропарёво,walk,16,109900000
4632,,2,173.6,13.9,4.0,121.8,,,,5,ЦАО,р-н Хамовники,Фрунзенская,walk,6,348930819
387,,12,60.0,,1.0,,t,,2016.0,13,ЦАО,р-н Пресненский,Маяковская,walk,6,60000000
810,0.0,16,36.5,19.8,1.0,10.2,,,,46,ЮАО,р-н Даниловский,Павелецкая,walk,17,19240000
3024,,4,508.5,,6.0,,t,,,4,ЦАО,р-н Мещанский,Цветной бульвар,walk,9,398981000
877,,8,70.1,17.3,3.0,29.5,f,,,16,САО,р-н Сокол,Октябрьское поле,walk,13,28798635
2950,,33,58.63,21.6,2.0,,,,,34,ЮВАО,р-н Нижегородский,Нижегородская,walk,6,17000000
2520,1.0,9,56.5,10.5,2.0,32.1,,,1998.0,17,ЮЗАО,р-н Академический,Профсоюзная,walk,11,19789000
5453,2.0,6,206.7,15.9,4.0,113.0,f,,,14,ЦАО,р-н Якиманка,Полянка,transport,2,582860000
4074,,1,57.5,10.0,3.0,,,,,9,ЮАО,р-н Чертаново Северное,Южная,walk,12,13400000
6538,,3,420.0,,6.0,,t,,2019.0,3,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,transport,5,250000000
2550,0.0,9,52.4,14.7,2.0,22.4,f,,,13,ВАО,р-н Метрогородок,Бульвар Рокоссовского,walk,12,19600000
1191,1.0,3,56.4,6.9,1.0,11.7,f,,,13,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,27455520
6491,,20,457.1,,6.0,,f,,2012.0,20,ЮЗАО,р-н Гагаринский,Воробьёвы горы,walk,17,685650000
4174,1.0,4,24.5,6.1,,9.0,f,,,13,НАО (Новомосковский),м. Прокшино,Прокшино,transport,6,7849978
1766,,6,43.8,14.7,1.0,14.0,f,,,16,ЗАО,р-н Филевский парк,Народное Ополчение,transport,3,23573817
5127,0.0,19,139.9,17.3,4.0,78.8,,,2009.0,28,ЮЗАО,р-н Ломоносовский,Профсоюзная,walk,12,54500000
7766,,1,10.2,1.7,,8.5,t,,1956.0,5,ЦАО,р-н Пресненский,Краснопресненская,walk,10,6190000
716,0.0,24,38.1,8.8,1.0,18.2,,,2009.0,25,СЗАО,р-н Строгино,Строгино,walk,18,15500000
7878,,15,20.1,5.1,,9.8,f,,,17,ЮВАО,р-н Люблино,Братиславская,transport,4,7424176
5661,,7,206.5,,5.0,,f,,2012.0,8,ЦАО,р-н Арбат,Арбатская,walk,7,445000000
2452,,9,64.1,18.7,4.0,31.6,f,,,10,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,13,15721467
2352,1.0,3,91.0,8.7,2.0,33.1,f,,,9,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,45227000
3505,,4,19.0,4.0,,9.0,t,,2019.0,5,СВАО,р-н Марфино,Владыкино,walk,7,7700000
5815,0.0,11,165.1,17.4,5.0,95.6,f,,2011.0,12,ЗелАО,р-н Савёлки,Зеленоград — Крюково,transport,9,84900000
2354,,6,47.1,4.6,2.0,37.5,t,,,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,18628050
7058,0.0,14,237.8,30.0,6.0,170.0,,,2022.0,15,ЦАО,р-н Хамовники,Спортивная,walk,8,380300000
1208,0.0,18,37.7,11.1,1.0,14.7,f,,2022.0,18,НАО (Новомосковский),м. Прокшино,Прокшино,walk,13,13700000
2461,,9,69.6,7.0,2.0,43.0,f,,,13,ЮАО,р-н Москворечье-Сабурово,Варшавская,transport,6,27344041
1269,,6,74.9,,1.0,45.4,f,,,18,ЦАО,р-н Хамовники,Воробьёвы горы,walk,13,90642000
819,1.0,4,55.28,17.4,1.0,11.3,f,,,8,ЗАО,м. Красногорская,Красногорская,transport,18,19500000
3224,,7,128.6,,3.0,,f,,,8,ЦАО,р-н Арбат,Смоленская,walk,9,128600000
6128,0.0,18,180.0,50.0,5.0,110.0,,,2006.0,22,ЗАО,р-н Раменки,Поклонная,walk,15,80000000
606,,18,47.0,14.0,1.0,20.0,,,2006.0,22,ВАО,р-н Ивановское,Новогиреево,transport,4,12300000
3809,,4,140.0,,3.0,,t,,2015.0,7,ЦАО,р-н Арбат,Смоленская,walk,3,210000000
4469,,14,113.6,,4.0,,f,,,18,ЮАО,р-н Донской,Ленинский проспект,walk,7,119836839
6077,0.0,5,124.0,32.5,5.0,62.0,,,,21,ЗАО,р-н Раменки,Раменки,walk,1,68930000
4411,,12,115.7,26.9,4.0,57.8,f,,,13,ЗАО,р-н Раменки,Минская,transport,5,78100000
6689,,7,443.8,,6.0,265.0,f,,2009.0,7,ЦАО,р-н Хамовники,Киевская,walk,15,909056609
734,,3,26.86,6.7,1.0,11.1,,,,14,ЗАО,р-н Раменки,Минская,transport,5,16500000
1140,,11,21.3,4.0,1.0,16.0,t,,1980.0,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8600000
8014,,8,24.39,5.7,,11.7,t,,,16,НАО (Новомосковский),м. Румянцево,Румянцево,walk,12,8609450
6913,,2,17.6,2.9,,7.9,f,,,64,СЗАО,р-н Хорошево-Мневники,Хорошёвская,transport,5,10065522
3975,,10,80.0,,3.0,,t,,,12,ЦАО,р-н Тверской,Маяковская,walk,5,37000000
8005,,5,21.9,,,13.7,t,,,21,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,9,8500000
2785,1.0,4,42.1,6.0,2.0,27.0,,,1967.0,5,ЮЗАО,р-н Коньково,Беляево,walk,7,13500000
3374,1.0,10,81.4,21.8,3.0,41.1,f,,,29,ЮВАО,р-н Южнопортовый,Дубровка,walk,17,26244013
557,1.0,4,32.4,5.5,1.0,15.0,,,,9,ЮВАО,р-н Лефортово,Лефортово,walk,7,11300000
1821,,3,40.8,,1.0,,f,,,36,САО,р-н Беговой,Белорусская,walk,5,28058677
5390,,6,215.0,,4.0,,,,,7,ЦАО,р-н Хамовники,Кропоткинская,walk,10,260000000
1848,,21,47.3,,1.0,,f,,,37,САО,р-н Беговой,Белорусская,walk,4,32000000
752,,19,31.7,10.0,1.0,12.0,,,2023.0,33,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,7,17190000
3995,,7,170.0,25.0,3.0,83.0,t,,,12,ЦАО,р-н Тверской,Маяковская,walk,5,75000000
1682,0.0,5,52.7,10.0,1.0,21.0,t,,2018.0,7,ЦАО,р-н Басманный,Бауманская,walk,9,19250000
2530,,2,66.9,18.0,4.0,31.5,f,,,18,НАО (Новомосковский),м. Ольховая,Ольховая,transport,14,15771482
3512,,32,32.05,,,,f,,,39,САО,р-н Западное Дегунино,Селигерская,walk,4,13215719
5935,,5,229.9,,5.0,150.0,f,,1914.0,5,ЦАО,р-н Пресненский,Баррикадная,walk,11,130000000
4618,1.0,17,116.4,11.1,4.0,43.0,t,,,20,САО,р-н Беговой,Белорусская,walk,13,63000000
2981,1.0,9,53.4,9.2,2.0,32.0,,,,16,СЗАО,р-н Южное Тушино,Трикотажная,transport,4,17500000
8022,,1,38.03,12.7,,9.1,f,,,7,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,8664146
5362,4.0,3,168.2,46.7,4.0,,f,,,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,9,209988449
5750,,27,124.5,11.1,5.0,80.0,f,,,35,САО,р-н Левобережный,Речной вокзал,walk,8,53156644
6824,2.0,4,177.7,,6.0,108.5,,,2007.0,31,ЗАО,р-н Очаково-Матвеевское,Славянский бульвар,walk,19,140000000
6591,,7,408.0,25.0,6.0,280.0,f,,,15,ЮЗАО,р-н Обручевский,Новые Черёмушки,walk,12,175000000
2778,,10,53.3,10.0,2.0,32.1,,,2001.0,12,ЮЗАО,р-н Южное Бутово,Бульвар Адмирала Ушакова,walk,9,13700000
7800,,16,23.0,5.0,,9.2,f,,,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,6723192
4881,,20,131.1,18.6,4.0,,f,,,21,СЗАО,р-н Хорошево-Мневники,Терехово ,walk,18,67800000
5469,,11,25.5,,,13.6,f,,,25,ВАО,р-н Гольяново,Щёлковская,transport,5,9654912
7412,,7,24.6,6.9,,10.8,f,,,17,ЮВАО,р-н Печатники,Печатники,walk,17,14400000
7028,0.0,15,233.0,25.0,6.0,122.0,,,2006.0,57,САО,р-н Хорошевский,Аэропорт,walk,10,440000000
7700,,9,22.84,5.1,,10.2,f,,,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,5540292
2464,,10,39.0,13.0,2.0,15.0,f,,2023.0,16,НАО (Новомосковский),м. Прокшино,Прокшино,walk,7,14600000
6390,1.0,2,241.0,20.0,5.0,180.0,,,,13,ЦАО,р-н Хамовники,Парк Культуры,walk,12,185000000
7031,,5,876.2,,6.0,,f,,,5,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,11,350000000
3191,,2,79.88,,3.0,,t,,,14,ЗАО,р-н Дорогомилово,Киевская,walk,8,61427720
6181,0.0,10,144.8,30.0,5.0,45.2,,,,21,СЗАО,р-н Хорошево-Мневники,Мнёвники,transport,5,90500000
8062,,2,19.9,5.1,,9.8,f,,,28,ВАО,р-н Гольяново,Черкизовская,walk,7,9222038
2720,,8,62.0,18.2,2.0,31.8,f,,,23,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,12,13021786
1428,,10,38.6,8.0,1.0,19.0,,,2004.0,17,САО,р-н Бескудниковский,Дегунино,walk,11,10700000
3099,,3,44.0,8.8,2.0,23.8,t,,,6,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,16,23232000
116,1.0,11,43.5,10.0,1.0,25.5,f,,,24,ЮВАО,р-н Нижегородский,Нижегородская,walk,16,14100000
4014,2.0,11,62.8,6.5,3.0,45.1,f,,,12,ЮЗАО,р-н Зюзино,Зюзино,walk,12,17500000
4181,,1,67.7,6.0,3.0,,,,1924.0,5,ЮАО,р-н Даниловский,Автозаводская,walk,5,20000000
745,,6,37.66,16.1,1.0,13.9,,,,30,СЗАО,р-н Щукино,Стрешнево,walk,6,17000000
5894,,7,190.11,,5.0,,f,,,9,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,247143000
5025,,7,105.5,,4.0,,f,,,25,САО,р-н Хорошевский,Беговая,walk,7,38739600
6998,,17,24.7,6.0,,12.0,f,,,17,НАО (Новомосковский),м. Корниловская,Корниловская,transport,8,9013227
3475,,53,112.9,6.0,3.0,84.0,t,,2019.0,79,ЦАО,р-н Пресненский,Москва-Сити,walk,3,135000000
6135,,3,179.4,,5.0,,f,,,43,ЗАО,р-н Раменки,Ломоносовский проспект,walk,17,82500000
6755,0.0,19,231.1,68.8,6.0,94.4,f,,,25,ЮЗАО,р-н Черемушки,Зюзино,walk,11,89000000
2861,0.0,1,43.0,6.0,2.0,28.0,f,,1963.0,5,ЗАО,р-н Филевский парк,Багратионовская,walk,6,14890000
1880,,6,57.5,,1.0,,f,,,8,ЦАО,р-н Таганский,Китай-город,walk,14,83777500
693,0.0,8,38.5,13.7,1.0,15.3,,,2023.0,21,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,18,14550000
364,,14,46.0,15.0,2.0,26.0,f,,2021.0,24,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,18,31000000
6523,1.0,7,380.0,30.0,6.0,,,,1911.0,9,ЦАО,р-н Хамовники,Боровицкая,walk,5,465000000
524,0.0,8,39.7,9.0,1.0,17.8,f,,1970.0,9,ВАО,р-н Перово,Перово,walk,17,10760000
1094,,22,60.87,7.1,2.0,38.4,f,,,35,ЮЗАО,р-н Котловка,Профсоюзная,walk,17,32836930
718,,2,60.57,,2.0,,f,,,39,САО,р-н Западное Дегунино,Селигерская,walk,4,21980883
5271,,8,137.0,,4.0,,f,,2021.0,12,ЗАО,р-н Раменки,Минская,transport,5,102000000
6199,1.0,8,191.8,25.0,5.0,148.0,,,2007.0,15,ЮЗАО,р-н Ломоносовский,Новаторская,walk,11,98946100
705,,19,36.3,,1.0,,f,,,20,САО,р-н Головинский,Коптево,walk,6,15046350
3434,,19,81.4,5.0,3.0,71.4,f,,,37,САО,р-н Беговой,Белорусская,walk,4,54500000
1893,,3,42.8,,1.0,,f,,,9,ТАО (Троицкий),м. Рассказовка,Рассказовка,transport,21,6548400
1959,,1,34.63,6.5,1.0,19.7,f,,,5,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,7104411
1640,,2,59.0,11.3,2.0,,f,,,24,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,19,22953686
7121,0.0,8,343.0,30.0,6.0,200.0,,,,9,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,527075000
4006,,4,117.0,,3.0,,f,,,11,ЗАО,р-н Дорогомилово,Парк Победы,walk,10,134550000
6337,,15,180.2,,5.0,,f,,2018.0,27,САО,р-н Беговой,Белорусская,walk,8,165000000
3001,,5,57.5,6.5,2.0,25.1,f,,,31,ВАО,р-н Метрогородок,Бульвар Рокоссовского,transport,7,17960000
4876,1.0,2,32.2,5.7,,11.0,f,,,19,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,8409679
1831,,10,60.05,22.5,1.0,13.5,f,,,33,ЦАО,р-н Пресненский,Белорусская,walk,11,42845675
2632,,4,105.3,5.4,2.0,58.7,f,,,5,ЦАО,р-н Замоскворечье,Третьяковская,walk,3,51000000
8154,,3,25.0,4.9,,11.6,f,,,30,ЮАО,р-н Москворечье-Сабурово,Борисово,transport,5,10267025
7259,,14,168.0,,6.0,,f,,2023.0,14,ЗАО,р-н Раменки,Минская,walk,15,123000000
1106,,20,25.4,,1.0,19.1,f,,,26,СВАО,р-н Останкинский,ВДНХ,walk,18,13208000
6188,2.0,7,200.0,23.0,5.0,123.0,f,,,25,ЮЗАО,р-н Гагаринский,Академическая,walk,17,93000000
4023,,10,82.1,11.0,3.0,35.0,f,,2010.0,23,СВАО,р-н Останкинский,Улица Академика Королёва,walk,5,45000000
1946,,15,32.7,9.1,1.0,11.6,f,,,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,14,6865607
7671,,4,23.3,4.3,,13.6,f,,,24,ЗАО,р-н Солнцево,Солнцево,walk,12,9595848
5741,3.0,6,355.0,,5.0,,f,,2007.0,10,ЦАО,р-н Якиманка,Полянка,walk,2,550943399
5007,2.0,22,100.0,10.4,4.0,64.3,,,1991.0,22,ЗАО,р-н Раменки,Раменки,walk,7,35000000
3430,,59,113.0,6.0,3.0,70.0,t,,,79,ЦАО,р-н Пресненский,Деловой центр,walk,4,83000000
1509,,8,53.8,6.1,2.0,36.5,f,,,52,ЗАО,р-н Раменки,Раменки,walk,19,21824030
2527,,6,67.6,18.0,2.0,32.0,f,,2022.0,16,ЮАО,р-н Даниловский,ЗИЛ,walk,10,45000000
1167,0.0,14,19.6,,1.0,,t,,1980.0,22,ЗАО,р-н Тропарево-Никулино,Юго-Западная,walk,16,8145000
4114,,11,52.0,16.4,3.0,,,,2023.0,17,НАО (Новомосковский),м. Прокшино,Прокшино,walk,16,17000000
466,0.0,3,37.0,,1.0,,f,,,13,СЗАО,р-н Хорошево-Мневники,Терехово ,walk,16,26000000
2972,1.0,16,72.0,,2.0,,f,,2023.0,24,ЮАО,р-н Бирюлево Восточное,Царицыно,transport,6,17390000
700,,18,37.6,,1.0,10.0,,,,32,ЮВАО,р-н Нижегородский,Нижегородская,walk,8,14850000
2246,,11,47.0,8.5,2.0,27.2,f,,,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,14817000
348,,3,32.92,10.9,1.0,11.5,f,,,28,ЮВАО,р-н Нижегородский,Нижегородская,walk,12,11496421
402,,3,103.22,,1.0,,f,,,14,ЦАО,р-н Хамовники,Киевская,walk,13,190852541
4343,1.0,6,80.0,9.0,3.0,52.0,f,,1956.0,7,ЗАО,р-н Филевский парк,Багратионовская,walk,5,31000000
7858,,2,21.8,5.5,,10.7,f,,,16,ЮВАО,р-н Люблино,Братиславская,transport,5,7289396
636,,13,40.4,19.4,1.0,14.8,f,,,23,ЮАО,р-н Чертаново Центральное,Пражская,transport,6,13099013
5668,,13,272.0,40.0,5.0,180.0,t,,2017.0,13,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,349665411
4220,,24,74.9,,3.0,,f,,,30,ЮАО,р-н Чертаново Южное,Аннино,walk,4,22297730
6336,0.0,2,195.1,50.0,5.0,83.0,,,2023.0,12,ЗАО,р-н Раменки,Мичуринский проспект,walk,17,154000000
129,,3,32.9,9.9,1.0,12.5,f,,,13,НАО (Новомосковский),м. Прокшино,Прокшино,transport,6,9657426
7188,,7,455.0,,6.0,200.0,,,,7,ЦАО,р-н Хамовники,Киевская,walk,15,899874219
7081,2.0,8,414.0,40.0,6.0,330.0,f,,1997.0,8,ЦАО,р-н Мещанский,Цветной бульвар,walk,6,650000000
5899,2.0,8,160.0,15.0,5.0,101.0,f,,1999.0,9,ЦАО,р-н Пресненский,Тверская,walk,7,266289309
2045,,14,54.9,16.3,3.0,24.3,f,,,14,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,16445858
1413,1.0,4,36.0,8.2,1.0,18.9,f,,1964.0,5,СВАО,р-н Марфино,Фонвизинская,walk,15,10500000
4665,,3,117.6,10.0,4.0,78.0,,,1910.0,7,ЦАО,р-н Пресненский,Баррикадная,walk,12,99990000
